prod_response_len,staging_response_len
39.21787901780246,50.16574009822929
47.95140979337417,57.202749522302554
44.35227740202124,73.15575583044878
45.92935652682978,45.907398770203436
39.50075167535654,31.417840351558954
39.899360499039176,61.91108299636784
47.87272514027427,72.19977491113036
54.437155057560446,56.71322035661349
39.01720665802152,38.94701589575598
36.3123245542709,50.51329164117759
51.134601656718374,38.57771818946041
44.674961069423105,59.714265927555374
53.30498133985952,35.784515167618785
35.94202786628853,48.3984545580616
27.205610745765693,39.947946084473124
39.66995918173666,53.52189622161954
37.33647390734984,47.60389987434691
44.212115999197,54.12114523900317
38.631547857296106,52.26820665959639
52.410169513364494,40.160091667310674
42.11849737577484,59.52252476234826
46.50474498773901,51.41481217788262
46.57634558440944,40.1376519056092
46.94955092412187,78.89111867446951
44.75870889545027,57.7171620006055
50.10600690410313,50.16087335920834
37.04344866174193,68.98245432042188
58.99417926653883,74.10178731263929
42.634626166314646,50.25580693223338
31.884508621013183,56.16876983721714
46.88073356991773,40.14396618396471
36.48819517552515,50.23368699078386
51.65334534508875,49.611249354881565
67.09605576042378,54.21792440345985
37.1342790844215,55.99312574364412
48.32372333223985,58.71794138593672
27.444944112953724,54.851711875599506
49.53905229441347,37.47108848045002
36.1428620020031,40.73839473110698
38.751653815655175,45.443108566435924
33.98713510160172,48.61311289692125
52.32151226054735,64.60929148566535
55.07304357473262,38.04473215776504
45.23385214658508,47.711019421951605
36.3557329466428,63.4361139785686
60.89523036103863,48.40147030604065
37.49589872245344,57.52498779811389
23.37967700072561,50.32549548486516
49.58389009957068,55.08139908789667
33.952253263584836,49.25832947428551
54.88608793499175,60.00478567274025
41.18862303326581,33.45932311112278
51.03713240544196,47.64025589933746
59.01500346552158,55.5588721203317
32.91141135379278,58.40434297607432
39.34062869107595,69.91543147304593
44.24328927342937,47.30770399761308
60.37551319034343,69.75378114233047
38.41617282059555,44.09171408008395
39.054963040509925,67.94375693853573
49.78140575555808,61.80960552038047
39.22771274289429,41.038497044413326
46.52525882897616,55.68447084702186
29.48462579031873,51.3851699736137
67.14329942556597,59.50701512410001
31.522907696905968,49.320740938800284
41.78247296009792,48.31304529205922
44.67518964157905,68.42913499315421
64.12688134356796,50.815349266531925
31.7515421906726,61.9170678903012
64.83704135478752,49.295782179469605
52.57176821102023,71.99995911073029
49.170953244232464,43.85998444797408
35.153663129820444,44.630277625033784
50.71141242038074,70.29420617339083
37.765133775802,46.66064330925697
57.66661253198412,71.2128916739727
35.28937970892267,62.70208695513775
43.86841505543916,50.14420352127
39.44726911986828,30.240478335794098
35.12477037573005,51.76818034873797
52.413198169079145,53.2195606424011
50.354587474096334,66.00661279965247
57.09010198900997,71.06136611488134
27.201248917918328,43.78015385027503
55.64170702341044,61.61418116785819
70.05448905356894,61.18482587216019
40.48358910823053,64.88095242892534
63.9514861210897,57.984278945626535
42.36838727940173,28.69002770845876
31.27590262438693,50.13493080966688
41.94367557593205,38.13150910099702
55.48203967675276,49.56873072498311
36.618235176684685,63.760050833606726
38.99661340993513,55.66181003049967
50.935394322931906,65.7770903967692
45.030601167385726,56.10104704856247
50.84622952486741,36.420088723973166
47.37829540758336,21.749835921127186
49.79625319551573,53.78570514015509
40.67698814190459,49.43288240378602
47.31730942030393,40.276651127417416
35.72626994304066,31.592473004183464
57.884336225033884,43.18308143832749
38.65725283182687,49.66610218162269
56.2884748754939,59.99053388447668
42.663930390171345,54.26357297881576
47.019990107573214,71.29680696607275
40.050354491092996,39.572751327455265
34.840045688319705,62.572706704689196
27.552396123946984,52.567584917544735
34.446758414075404,60.33602948942301
41.760911467840785,46.76182164081348
47.11879178828884,64.86016448668708
55.103793132832635,55.54269710014292
40.54242540203151,43.84666018098701
36.18039235732826,51.855711653041745
30.572852139972873,49.1253296927548
49.800636179041035,57.87014020765352
58.83194515329343,37.84267900750589
57.66330267956289,51.64777957461167
52.09932748147237,56.74368703179197
51.38543317267599,52.3962796863164
61.97623779709341,68.16329493266795
48.32081461416811,61.28827328885263
51.461296760241716,51.91023043911104
41.79216138148001,54.60026916997208
31.379566291452427,55.547986617784
38.161510995004235,56.83959525000189
44.90840961465345,30.092104052024705
45.60785372501303,48.381684450767835
64.26285854855394,34.18673118167888
45.81277167591069,67.33937136951384
56.78843444025644,51.26980575996487
40.64922758423684,49.679908603844524
41.88324114234766,62.76156798439882
31.70992362776552,57.0678975693985
37.57671987123428,38.456385827449516
50.269813913637535,51.14913564967157
45.07560180394133,47.977996321283385
54.42938619897234,31.06560533672735
46.8125394834505,43.716685201153545
41.47546268362258,49.79751613580241
66.48296863786959,50.620588822097886
44.06096431286953,34.213222915872294
56.63000969705304,65.81998699656971
40.98790793455322,50.77476329330273
52.095994793835665,52.45063691992676
54.28015659151687,56.80769966007804
47.08491970575581,42.54308495315595
21.455170773033977,57.47627167759236
45.18252460856113,47.595104247781805
57.304600477599756,41.2409735122337
50.2748083302773,58.88136992026479
49.458388752292464,69.9000863056217
27.77743066042481,60.69795248182998
37.79544929324941,63.07573078168517
49.11357631151439,45.75243272125241
49.10383276786892,32.82856324997852
57.14666780132902,69.88165026519809
43.55133244853906,76.65417867285711
49.058240866738146,70.51368128523619
45.16374241931294,47.970568732243
35.13057263498443,38.14438793525387
22.442086689052523,39.211807626165196
49.31009692130077,31.795209188631418
46.73947208412811,50.71145657907945
38.81824957899831,71.26813549698946
28.80826943484135,50.300048417533084
51.29739514408738,55.6278748041793
42.34079925804448,68.5071635716505
50.568747223681456,47.1508562580112
63.64048530411758,76.42637748063514
23.58569119680295,75.90513288996944
38.00399191297636,50.426663935834206
42.90624386688087,45.069588831769444
59.548261741466504,60.36685655668376
28.63596980793515,47.8297006897737
64.35861025680605,38.121337395191965
46.358559015662905,67.37486384227576
44.039993382661415,66.59736864732496
43.01940236781093,53.86613924516273
40.63736967819971,36.84562295526187
55.48116759269155,37.245684985391364
34.314792459175614,53.28675146102983
48.454141816438536,46.00154758593961
41.15818334293024,47.9068848143007
37.37866551485902,64.26355786072004
70.85975175683896,60.79815180907069
49.1905073475346,68.53771216597136
51.13265544661144,40.112521319472904
56.37776780668662,47.88170117575946
30.78650054681453,61.10778034552135
62.52291909122032,57.3769400921547
19.910428215049244,70.38856459105146
37.312335899614794,57.04644047084883
40.409683268211,74.17730924926663
50.81723364970506,58.48021362067769
47.18718266141488,64.74600937106392
43.331852593016066,48.117820638586515
44.880026553722765,52.17144654260787
35.21976976477432,62.9313328460737
30.027676055158267,71.35573804711666
52.2651162233606,60.750843391729035
51.93706112536185,51.00193873678457
60.84494375157058,68.5280203543401
37.09982903184792,25.69625612464143
51.928152103009225,34.93318598191752
42.162932716352685,60.179610684020666
56.904749851934824,52.1693002750375
55.219627766781414,59.26616381348998
47.11209399224457,52.77289026918331
41.60469843334013,58.85134833524647
54.60932178608262,42.227166148081714
51.469045232565655,58.84583303295629
38.15559597913818,63.932974338491015
31.72201326520569,66.64660724717479
42.11467099318204,76.16265153578439
60.154138153482094,54.92918132202864
56.46487158733038,55.28693304216615
33.876725303294194,33.721930429913826
33.32242584100079,45.6230631863389
57.746838496794865,49.683015111920646
33.643640952421705,64.60383462731626
50.09295323642008,44.66798651092445
38.839287846636765,61.55608023698599
61.17044924521683,51.98053939643944
37.295752008621214,49.873982618622854
56.433615302058286,54.98672762959907
46.84858654060365,47.30612353296589
47.52194854234287,46.85155302288801
25.296914186485992,31.542569130518626
22.970866467942813,49.02454951206533
42.79434059732686,46.24038224621528
47.46906063416612,45.80822812781105
33.74802172262277,57.002476751080486
34.11306589523658,59.90358343348612
50.61472629826133,54.78633405570793
50.628544804571305,63.94498228539369
43.62258939612073,58.90674310996438
52.80201721186075,48.459325722332295
33.25797704279854,46.44572457142744
41.44065082913029,55.753866841202154
61.47877605783673,58.88520531882281
45.68322129939818,68.77413168437798
46.26312514586999,66.29407653928115
68.0594658596774,45.50232392191397
31.00657834151229,50.77592463847286
52.9643036664211,60.05221365901324
61.639862798081,64.81597333670766
41.75142073501454,63.2676336244575
53.596307868548465,51.23346600602384
35.17980502789095,36.951728170857805
38.13267604432649,40.0127634850529
48.849664160476344,55.271602171832974
52.9856667311059,56.10670695309214
56.20936512406246,38.81584751878738
60.69628586939493,52.53483533067126
44.32553441444818,59.5746922836614
56.93611755172588,38.185280109914274
41.57695156550851,65.25996642165298
54.02091311588268,47.4696262172821
47.074887978521815,67.09135735091981
49.45677907081924,45.5985706506892
49.235078740220374,39.68049420538985
28.952949902021878,46.50235612189937
33.75878141139226,50.85822252307216
46.02541439817522,47.33824111874223
28.127209203588315,49.40798294112264
53.31211103199756,56.00758179611428
53.71555966288142,49.945847562443205
48.2717055287779,51.20665127257592
33.78865987242078,31.489283209568846
58.80138938868515,56.700376192125674
65.37210639718359,50.92956042769998
46.470768274459736,71.32351576579445
50.10535378451236,40.7252179929525
47.01738654796044,30.300456058005828
50.303691889987995,59.416821927160505
43.80441243373604,56.158324219756004
44.65435760156197,39.898803753626254
54.057176004973655,33.6430125399509
68.45624161896441,70.44876076821149
30.999287655982613,68.96932468728139
43.96187515597033,22.150518895526446
33.19539514767918,46.50132364892199
60.920248985760836,71.97030465740679
39.12262030680102,46.2872493066656
30.56799206214206,46.11265319168017
51.38186998848573,48.60688806844758
62.44311114743111,38.54923631478209
51.635978685607625,31.54269106926347
47.04797877281917,64.63056772881698
49.09140922775994,29.884757125027892
59.14840662825554,54.96725742530507
36.258007299858505,62.6389539130918
43.88152895913687,34.5852844131861
40.47309851490466,40.90877916885914
33.3213469270829,66.55815026069908
41.71624740583198,58.39470064272448
56.077210959824484,44.59257151745335
50.66602148392725,66.42698804033405
51.443105001082,66.47842868145163
46.46475611653318,55.22863231618849
50.23323782728588,41.19807726551605
36.99409657651894,47.038615558338456
41.90490114072771,55.43664092746468
46.92004236968677,49.736862050230144
47.775158588818904,63.267486138818214
48.20187854921873,33.64271103868796
43.61664717983622,34.068837651205136
41.2257659886967,54.17045333778919
76.57771283044298,46.101467034317146
54.06787272932399,44.47541662362711
49.13147475952623,30.783319369907232
42.66791501793606,52.23455013757818
40.48781173056123,51.36693870399081
43.691994062730444,59.841747783420885
47.92828843586683,52.826873597451666
26.195644559369185,50.40875106111404
29.30610404625316,66.12400764148404
38.631176110610426,36.250392358617404
47.071394367785686,58.436670626170915
42.607268528481484,31.946234022455812
59.78121226099484,41.939657439990306
30.176032130042312,37.44811440852023
37.486545303966295,61.38331042542302
60.200917409911014,51.21507719685527
46.31119324675147,51.837961064884276
53.848425828011585,38.719204147246586
65.51246943269463,48.40367804880533
38.06195582098177,42.83841636029066
44.00685662207968,56.60146017825059
42.27573099069129,40.10690637602063
25.454069955167245,67.95753238246091
41.89603196244031,31.893034604510866
53.81062187380665,42.32176201052126
50.40589541812241,72.12640611959316
51.1908316938801,46.778335024455586
41.24491019360501,36.221456027147056
38.43902763994359,54.628858750452025
57.692556718986204,46.29529309342549
40.0268285364233,41.96955693258033
47.94082038793214,38.84955027041539
46.633346806775386,85.22048326751133
59.617170162571185,48.981377197790366
54.714123576723594,28.893191676005475
32.04741379332879,69.92451710806641
33.1244683322496,59.33285086132685
50.78909818069134,42.80240282776255
44.35662352620834,40.8025709357663
40.44828216046236,60.08167355389877
55.156278839944704,49.036980070126546
46.87459382088911,28.888266178658785
45.52457386889444,73.44687957525602
52.7982864075505,46.792114453408516
41.248910050564355,69.94686083778912
60.68518985472554,67.34121949558858
37.11952376766992,39.98788546620623
51.56929066342088,64.39827837235778
59.33832838659845,44.18268940163583
31.227045107279,29.599592958352698
41.566648241475505,46.90482200773429
56.42207392885558,56.771650021315345
56.572445477310254,46.44716022404395
43.28504399611761,48.31541990889878
37.653289063231405,65.72279253914336
54.559358223307626,53.2779277634811
56.83549102581605,41.88042026458057
33.35336651487605,60.42436388400792
32.960863510336196,54.37210680345094
47.252566819836,21.740742382455487
51.293606334288924,57.140234965257385
42.009309147699454,56.70194449259322
51.792938199823496,52.24145355497032
37.89863393162618,62.7004069728349
23.853064009262646,43.931276988081976
40.76098927667404,56.03799746585081
45.632321465131014,33.196487545991765
42.241600401035434,56.88508460078598
33.41396736340515,75.43671634647876
26.843510241211824,40.061723770389506
39.85911195632102,42.882374416146696
53.97655771649744,43.47981468530137
57.561974394136826,53.559978709619145
56.87713384138455,39.243564725755384
36.84090464851447,57.05496854429176
33.46293676369636,62.162079345629984
49.96634614979895,58.41216656144541
51.351000115979254,30.77901489234313
49.001696052004974,63.94201198190328
24.859367257622367,63.24840897104416
36.331154151165336,61.961936468155656
44.70311209714021,56.4741069838699
49.87218194630427,54.64227177046159
52.673073626024866,64.38867277751676
46.4425352228204,75.08216185124145
48.30783806538236,40.5635144396218
45.848654583611044,64.93750474953725
51.85619374218483,50.965394823910565
48.12865651490911,50.443923375656794
45.65737660047287,33.561631715415544
42.31631200862619,48.58252708581526
45.81291425042481,40.03282050437902
49.84591378839275,46.43374684592865
47.67475388898061,38.8217633946622
48.808264183452536,46.61309935224392
58.427218613511855,47.12667571571916
47.65163922746587,53.1610590212656
38.510014795268425,32.62300165250403
53.83606785994169,34.65378222705612
31.338016623310825,56.34297124876632
34.18586619260713,42.43074259515881
48.35847264720069,64.89435748275918
50.16396667786579,54.70323666418056
32.54948776496005,59.281145802476885
41.1718251901325,68.92830784505074
38.93916167780341,48.28347025832113
40.13323677118403,45.10615953500469
54.43597776272946,62.46043102718576
52.06505463547253,58.11416276715623
44.80877820146293,49.75203628214439
39.54038072885072,68.69749560347131
31.503503297798595,49.453068281920835
59.201849387819486,52.393283650669375
50.92113900284919,52.254671810011104
37.933308959268594,40.78487326121835
52.19599497624891,52.93102467383669
44.29776379425374,68.76112212878189
42.12890495137657,57.33961978451411
49.35211528289602,52.372761116787174
37.58501750087275,50.05879262601197
41.5624348048989,55.970404340876215
46.214610641995456,60.997199541870216
40.005488071147866,59.310865970677035
51.69085210267524,48.01762165813625
63.690665036782605,55.89737912932137
37.45701867392857,57.759276893779344
28.348747036959555,39.91366014967626
24.982598325237383,54.018766494204336
43.49531858505018,26.064353364371655
38.36835409873817,57.79040451785422
47.078605010670806,59.92411665475218
46.32597672026101,60.970553509437515
28.967831533859037,47.25943777396519
26.85116170518594,55.70856202028842
47.959332403460955,69.087446146494
46.35428834719957,68.9652357794951
40.741820016334486,51.64992760928127
28.428564148676955,53.671835568754716
49.713912627649904,65.3309337368132
57.71899545423943,33.9903758168539
47.77982440218922,48.12309108787571
36.525261094349354,68.02684546644107
45.44552165571152,63.702406500217194
31.33885919066315,56.43116533179886
55.57960713838793,33.930011136032554
45.818443345295385,51.401077203506055
27.31843088246768,44.9210152450008
41.99325639556317,55.972466833806564
49.633015102342306,42.28783978246143
41.669523790244774,39.69131926030471
42.24104278559826,27.2216166677963
32.75597792952728,66.66165621972041
50.66540987081656,47.20275386268331
38.51530799980863,53.88574940443041
23.435546229949672,51.97314260230983
41.287426293296065,39.19079280447401
54.811497155703535,36.89122106262168
41.130705534000526,39.93621848803318
62.37984985123521,43.321978734047285
49.28967948548517,56.399274964165656
48.38758162280366,42.451388037752665
43.71601734082391,72.95788757913546
44.31713792235709,64.32581243071782
42.36576364880496,61.7003145959885
41.97730607917474,50.564093170322195
50.30867162067149,70.1713688286458
35.641687702094345,49.38393242654651
34.2410617127574,51.624863030149044
33.768049491246224,54.03969447699123
65.45654547677154,60.42187648652013
50.3034290167058,59.642896948035826
48.04492201680145,46.29849665866476
34.42485329706568,45.60407536688855
51.23342300674828,59.67883548582501
43.83428653546672,60.58283900669479
47.1416894113175,47.279786502125525
35.23379684136444,32.953743163858555
46.602688574175765,49.51220684790106
40.76166461793517,59.4823095859103
37.343888429698126,73.66500215703736
52.34106335807249,37.62450445191206
29.622921914699976,46.88114496603312
50.647762643141505,47.32715726169548
51.84486133552996,68.269664073178
36.2035632444876,51.58070199449641
36.796715388675324,41.11208128753282
42.769743187335976,58.70434339506183
47.820362104622205,47.144337759508645
